apellido,nombre,titulo,genero,tema,recomendado,calificacion,codigo,editorial,disponible,zona
CRONIN,A. J.,LA RUTA DEL DR. SHANNON,NOVELA,NEGRA,,L-B1,08-CRO-RUT,CÍRCULO DE LECTORES,True,General
CRONIN,A. J.,LOS VERDES AÑOS,NOVELA,AVENTURAS,,L-B1,01-CRO-VER,PLANETA,True,General
CRONIN,A. J. ,HISTORIAS DE UN MALETÍN NEGRO,RELATO(S),—,,L-A2,10-CRO-HIS,ASTOR,True,General
CUNQUEIRO,ÁLVARO,LA OTRA GENTE,NOVELA,DRAMA,,L-A1,12-CUN-OTR,DESTINO,True,General
CUNQUEIRO,ÁLVARO,LAS MOCEDADES DE ULISES,NOVELA,DRAMA,,L-A1,04-CUN-MOC,ESPASA,True,General
CURTIS FORD,MICHAEL,LA ODISEA DE LOS DIEZ MIL,NOVELA,HISTÓRICA,,—,06-CUR-ODI,GRIJALBO,True,General
CUSSLER,CLIVE,AMENAZA BAJO EL MAR,NOVELA,NEGRA,,L-A2,08-CUS-AME,DEBOLSILLO,True,General
CUSSLER,CLIVE,EL COMPLOT DE LA MEDIA LUNA,NOVELA,BÉLICA,,—,02-CUS-COM,PLAZA & JANÉS,True,General
CUSSLER,CLIVE,EL MAR DEL SILENCIO,NOVELA,BÉLICA,,L-A2,02-CUS-MAR,PLAZA & JANÉS,True,General
CUSSLER,CLIVE,TORMENTA EN EL ÁRTICO,NOVELA,NEGRA,,—,08-CUS-TOR,PLAZA & JANÉS,True,General
D´AVENIA,ALESSANDRO,"BLANCA COMO LA NIEVE, ROJA COMO LA SANGRE",NOVELA,DRAMA,,L-A1,04-D´AV-BLA,GUSTAVO GILI,True,General
D´AVENIA,ALESSANDRO,COSAS QUE NADIE SABE,NOVELA,DRAMA,,L-A2,04-D´AV-COS,GRIJALBO,True,General
D´AVENIA,ALESSANDRO,EL ARTE DE LA FRAGILIDAD,NOVELA,DRAMA,●,L-A1,04-D´AV-ART,ESFERA DE LOS LIBROS,True,General
D´AVENIA,ALESSANDRO,LO QUE EL INFIERNO NO ES,NOVELA,DRAMA,●,L-A1,04-D´AV-LOQ,ESFERA DE LOS LIBROS,True,General
DABROWSKI DE MOSZORO,LUDMILA MARÍA,MEMORIAS 1939-1945,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-DAB-MEM,DUNKEN,True,General
DAHL,ROALD,RELATOS DE LO INESPERADO,RELATO(S),—,●,L-A2,12-DAH-REL,ANAGRAMA,True,General
DALE,ANNA,EL SUSURRO DE LAS BRUJAS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-DAL-SUS,SALAMANDRA,True,General
DALIN,DAVID G.,EL MITO DEL PAPA DE HITLER. CÓMO PÍO XII SALVÓ A LOS JUDÍOS DE LOS NAZIS,ENSAYO,HISTORIA,,P-A1,16-DAL-MIT,CIUDADELA,True,General
DANKOVTSEVA,ANNA,UN PASO EN FALSO,NOVELA,NEGRA,●,—,12-DAN-PAS,ACANTILADO,True,General
DARÍO,RUBÉN,CANTOS DE VIDA Y ESPERANZA,POESÍA,,●,L-A2,09-DAR-CAN,ANAYA,True,General
DAVIDAR,DAVID,LA CASA DE LOS MANGOS AZULES,NOVELA,DRAMA,●,L-B1,12-DAV-CAS,ANAGRAMA,True,General
DAVIES,ROBERTSON,A MERCED DE LA TEMPESTAD,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A2,12-DAV-MER,LIBROS DEL ASTEROIDE,True,General
DAVIES,ROBERTSON,EL MUNDO DE LOS PRODIGIOS,NOVELA,DRAMA,,—,12-DAV-MUN,LIBROS DEL ASTEROIDE,True,General
DAVIES,ROBERTSON,LEVADURA DE MALICIA,NOVELA,NEGRA,,—,12-DAV-LEV,LIBROS DEL ASTEROIDE,True,General
DAWSON,CHRISTOPHER,LOS ORIGENES DE EUROPA,ENSAYO,HISTORIA,,P-A1,16-DAW-ORI,RIALP,True,General
DE ALFARACHE,GUZMÁN ,MATEO ALEMÁN,NOVELA,CLÁSICA,,L-A1,03-ALF-GUZ,DEBOLSILLO,True,General
DE ANDRÉS,TIRSO,HOMO CYBERSAPIENS,ENSAYO,FILOSOFÍA,,P-A2,13-AND-HOM,EUNSA,True,General
DE BALZAC,HONORÉ,LA PIEL DE ZAPA,NOVELA,DRAMA,●,L-A2,12-BAL-PIE,SIRUELA,True,General
DE BERCEO,GONZALO,MILAGROS DE NUESTRA SEÑORA,POESÍA,—,●,L-A1,09-BER-MIL,ESPASA-CALPE,True,General
DE BERCEO,GONZALO,MILAGROS DE NUESTRA SEÑORA,POESÍA,—,●,L-A1,12-BER-MIL,ESPASA-CALPE,True,General
DE BERNIÈRES,LOUIS,LA MANDOLINA DEL CAPITÁN CORELLI,NOVELA,DRAMA,,L-B1,04-BER-MAN,PLAZA & JANÉS,True,General
DE BERTIER DE SAUVIGNY,GUILLAUME,HISTORIA DE FRANCIA,ENSAYO,HISTORIA,,P-A1,16-BER-HIS,RIALP,True,General
DE CAMOENS,LUIS,LOS LUSIADAS,NOVELA,CLÁSICA,●,L-A2,12-CAM-LUS,CÁTEDRA,True,General
DE CASTRO,GUILLÉN,LAS MOCEDADES DEL CID ,TEATRO,—,●,L-A1,11-CAS-MOC,CÁTEDRA,True,General
DE CASTRO,ROSALÍA,EL CABALLERO DE LAS BOTAS AZULES,NOVELA,DRAMA,,L-A1,04-CAS-CAB,ANAYA,True,General
DE CITINA,GUTIERRE,SONETOS Y MADRIGALES COMPLETOS,POESÍA,,,—,12-CIT-SON,CÁTEDRA,True,General
DE DIEGO,ENRIQUE,CORAZÓN TEMPLARIO,NOVELA,HISTÓRICA,,—,06-DIE-COR,MR EDICIONES,True,General
DE ERCILLA,ALONSO,LA ARAUCANA,NOVELA,CLÁSICA,●,L-A1,12-ERC-ARA,CÁTEDRA,True,General
DE FOXÁ,AGUSTÍN,MADRID DE CORTE A CHECA,NOVELA,BÉLICA,,L-A2,02-DEF-MAD,PLANETA,True,General
DE HARO,FERNANDO,NO ME LAMENTO. LA PERSECUCIÓN DE LOS CRISTIANOS EN INDIA,ENSAYO,POLÍTICA,,L-A1,17-HAR-NOM,ELBA,True,General
DE HENNZEL,MARIE,LA MUERTE ÍNTIMA. LOS QUE VAN A MORIR NOS ENSEÑAN A VIVIR.,ENSAYO,PEDAGOGÍA/CIENCIA,,L-A2,19-HEN-MUE,PLAZA & JANÉS,True,General
DE JESUS,SANTA TERESA,LAS MORADAS,POESÍA,—,,L-A1,12-JES-MOR,ESPASA-CALPE,True,General
DE LA CRUZ,SAN JUAN,EL CÁNTICO ESPIRITUAL,POESÍA,—,,L-A1,12-CRU-CAN,ESPASA-CALPE,True,General
DE LA CUEVA,JUAN,EL INFAMADOR,TEATRO,—,,L-A1,12-CUE-INF,AUSTRAL,True,General
DE LA CUEVA,JUAN,LOS SIETE INFANTES,TEATRO,—,,L-A1,12-CUE-INF,AUSTRAL,True,General
DE LA VEGA,GARCILASO,POESÍA CASTELLANA COMPLETA,POESÍA,—,,—,09-VEG-POE,PML EDICIONES,True,General
DE LUCA,ERRI,LOS PECES NO CIERRAN LOS OJOS,NOVELA,AVENTURAS,●,L-A2,12-DEL-PEC,SEIX BARRAL,True,General
DE MADARIAGA,SALVADOR,ESPAÑA,ENSAYO,HISTORIA,,P-B1,16-MAD-ESP,ESPASA,True,General
DE MAEZTU,RAMIRO,ARTÍCULOS DESCONOCIDOS (1897-1904),ENSAYO,POLÍTICA,,P-L1,17-MAE-ART,CASTALIA,True,General
DE MEER,FERNANDO,LA CUESTIÓN RELIGIOSA EN LAS CORTES CONSTITUYENTES DE LA II REPÚBLICA ESPAÑOLA,ENSAYO,HISTORIA,,P-L1,16-MEE-CUE,EUNSA,True,General
DE MENA,JUAN,LABERINTO DE FORTUNA,TEATRO,—,,L-A2,12-MEN-LAB,AUSTRAL,True,General
DE MIGUEL,PEDRO,LECTURAS PARA EL CAMBIO DE SIGLO,ENSAYO,ARTE,,—,15-MIG-LEC,RIALP,True,General
DE MIGUEL,PEDRO,Y YO QUE TÚ YO QUE TÚ NO ME MORIRÍA,RELATO(S),—,,L-A1,10-MIG-YYO,BAROJA,True,General
"DE MIGUEL, PEDRO","PEÑA, ÁNGEL",GUÍA DE LECTURAS CONTEMPORÁNEAS,ENSAYO,ARTE,●,L-A1,15-MIG-GUI,RIALP,True,General
DE MONTEMAYOR,JORGE,DIANA,TEATRO,—,,L-A2,12-MON-DIA,AUSTRAL,True,General
DE OTERO,BLAS,PAÍS. ANTOLOGÍA 1955-1970,POESÍA,—,,L-A2,09-OTE-PAI,ROTATIVA,True,General
DE PEREDA,JOSÉ MARÍA,EL FIN DE UNA RAZA,RELATO(S),,,L-A1,10-PER-FIN,EDHASA,True,General
DE PEREDA,JOSÉ MARÍA,ESCENAS MONTAÑESAS,ENSAYO,HISTORIA,,L-A2,16-PER-ESC,FIESTA DEL LIBRO,True,General
DE PRADA,JUAN MANUEL,LA NUEVA TIRANÍA,ENSAYO,POLÍTICA,,—,17-PARA-NUE,LIBROSLIBRES,True,General
DE PRADA,JUAN MANUEL,LA PIERNA DE PETER PARKER,RELATO(S),—,,L-A1,10-PARA-PIE,UNAV,True,General
DE RIQUER,MARTÍN,APROXIMACIÓN AL QUIJOTE,ENSAYO,PEDAGOGÍA/CIENCIA,,L-A2,19-RIQ-APR,SALVAT,True,General
DE ROJAS,FERNANDO,LA CELESTINA,NOVELA,CLÁSICA,,L-A2,03-ROJ-CEL,DEBOLSILLO,True,General
DE RUEDA,LOPE,PASOS,TEATRO,—,,L-A1,11-RUE-PAS,CÁTEDRA,True,General
DE RUEDA,LOPE,TEATRO COMPLETO,TEATRO,—,,—,11-RUE-TEA,BRUGUERA,True,General
DE SANTILLANA,MARQUÉS,COMEDIETA DE PONÇA,POESÍA,—,,L-A1,12-SAN-COM,CÁTEDRA,True,General
DE SANTILLANA,MARQUÉS,POESÍA LÍRICA,POESÍA,—,,—,12-SAN-POE,CÁTEDRA,True,General
DE SANTILLANA,MARQUÉS,SONETOS,POESÍA,—,,—,12-SAN-COM,CÁTEDRA,True,General
DE SANTIS,PABLO,EL ENIGMA DE PARÍS,NOVELA,NEGRA,,L-A2,08-SAN-ENI,PLANETA,True,General
DE TROYES,CHRÉTIEN,EL CABALLERO DE LA CARRETA,NOVELA,FANTÁSTICA/CIENCIA FICCIÓN,,L-A1,05-TRO-CAB,ALIANZA,True,General
DE TROYES,CHRÉTIEN,EL CUENTO DEL GRIAL,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A2,05-TRO-CUE,ALIANZA,True,General
DE UGALDE,MARTÍN,TRES RELATOS VASCOS,RELATO(S),—,,—,10-UGA-TRE,TXERTOA,True,General
DE VEGA,LOPE,EL CABALLERO DE OLMEDO,TEATRO,—,,L-A1,11-VEG-CAB,FRAILE,True,General
DE VEGA,LOPE,"EL MEJOR ALCALDE, EL REY",TEATRO,—,,L-A1,12-VEG-MEJ,CÁTEDRA,True,General
DE VEGA,LOPE,EL PERRO DEL HORTELANO,TEATRO,—,●,L-A1,12-VEG-PER,CÁTEDRA,True,General
DE VEGA,LOPE,LA DAMA BOBA,TEATRO,—,,L-A1,11-VEG-CAB,FRAILE,True,General
DE VEGA,LOPE,LA DOROTEA,TEATRO,—,,L-A1,12-VEG-DOR,CÁTEDRA,True,General
DE VEGA,LOPE,LAS BIZARRÍAS DE BELISA,TEATRO,—,,—,12-VEG-BIZ,CÁTEDRA,True,General
DE VEGA,LOPE,NOVELAS A MARCIA LEONARDA,TEATRO,—,,—,12-VEG-NOV,CÁTEDRA,True,General
DE VEGA,LOPE,PERIBAÑEZ Y EL COMENDADOR DE OCAÑA,TEATRO,—,●,L-A1,12-LOP-PER,ESPASA-CALPE,True,General
DE VIGUERIE,JEAN,CRISTIANISMO Y REVOLUCIÓN,ENSAYO,HISTORIA,,P-A2,16-VIG-CRI,RIALP,True,General
DE VILALLONGA,JOSÉ LUIS,EL REY. CONVERSACIONES CON D. JUAN CARLOS I DE ESPAÑA,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A2,20-VIL-REY,PLAZA & JANÉS,True,General
DE VIRUÉS,CRISTÓBAL,ELISA DIDO,TEATRO,—,,L-A1,12-VIR-GRA,CÁTEDRA,True,General
DE VIRUÉS,CRISTÓBAL,LA GRAN SEMÍRANÍS,TEATRO,—,,—,12-VIR-GRA,CÁTEDRA,True,General
DE WOHL,LOUIS,EL MENDIGO ALEGRE. HISTORIA DE SAN FRANCISCO DE ASÍS.,NOVELA,HISTÓRICA,,L-A1,06-WOH-MEN,PLANETA,True,General
DE WOHL,LOUIS,EL ORIENTE EN LLAMAS. BIOGRAFÍA NOVELADA DE SAN FRANCISCO XAVIER,NOVELA,HISTÓRICA,,L-A1,06-WOH-ORI,PLANETA,True,General
DE WOHL,LOUIS,EL ÚLTIMO CRUZADO,NOVELA,HISTÓRICA,●,L-A2,06-WHO-ULT,PALABRA,True,General
DE WOHL,LOUIS,LA LANZA,NOVELA,HISTÓRICA,,L-A2,06-WOH-LAN,PALABRA,True,General
DE ZAYAS Y SOTOMAYOR,MARÍA,NOVELAS AMOROSAS Y EJEMPLARES,NOVELA,CLÁSICA,,L-B2,22-ZAY-NOV,CÁTEDRA,True,General
DEANE,SEAMUS,LEER A OSCURAS,NOVELA,DRAMA,,L-A2,12-DEA-LEE,MONDADORI,True,General
DEIGHTON,LEN,EL JUEGO DE BERLÍN,NOVELA,NEGRA,,L-B1,08-DEI-JUE,PLANETA,True,General
DEIGHTON,LEN,WINTER. UNA FAMILIA BERLINESA 1899-1945,NOVELA,BÉLICA,,L-B1,02-DEI-WIN,PLANETA,True,General
DEL CARTILLO,HERNANDO,CANCIONERO GENERAL,POESÍA,—,,—,09-CAR-CAN,ANAYA,True,General
DEL CORRAL,PEDRO,CRÓNICA DEL REY DON RODRIGO. POSTRIMERO REY DE LOS GODOS (CRÓNICA SARRACINA) I,NOVELA,CLÁSICA,,—,03-COR-CR1,CASTALIA,True,General
DEL CORRAL,PEDRO,CRÓNICA DEL REY DON RODRIGO. POSTRIMERO REY DE LOS GODOS (CRÓNICA SARRACINA) II,NOVELA,CLÁSICA,,—,03-COR-CR2,CASTALIA,True,General
DEL ENCINA,JUAN,OBRAS COMPLETAS III,POESÍA,—,,—,09-ENC-OBR,ESPASA-CALPE,True,General
DEL PULGAR,FERNANDO,CLAROS VARONES DE CASTILLA,NOVELA,CLÁSICA,,P-A1,12-PUL-CLA,ESPASA-CALPE,True,General
DEL RÍO,ALFONSO,IOANNES,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,—,05-RIO-IOA,LIBROSLIBRES,True,General
DEL RÍO,ALFONSO,LA CIUDAD DE LA LLUVIA,NOVELA,NEGRA,,L-A2,08-RÍO-CIU,BOOKLET,True,General
DEL RÍO,ALFONSO CARLOS,EL LENGUAJE OCULTO DE LOS LIBROS,NOVELA,NEGRA,,—,05-RIO-LEN,DESTINO,True,General
DEL VAL,JOSÉ MARÍA,LLEGARÁ TARDE A HENDAYA,NOVELA,HISTÓRICA,,L-B1,06-VAL-LLE,PLANETA,True,General
DELEDDA,GRACIA,ELIAS PORTOLU,NOVELA,DRAMA,,L-B2,04-FAU-CIU,-,True,General
DELIBES,MIGUEL,"377 A, MADERA DE HÉROE",NOVELA,DRAMA,,L-B2,22-DEL-377,CÍRCULO DE LECTORES,True,General
DELIBES,MIGUEL,CINCO HORAS CON MARIO,NOVELA,DRAMA,,L-B1,04-DEL-CIN,PLANETA DeAGOSTINI,True,General
DELIBES,MIGUEL,DIARIO DE UN CAZADOR,NOVELA,AVENTURAS,,L-A2,01-DEL-DIA,DESTINO,True,General
DELIBES,MIGUEL,EL CAMINO,NOVELA,AVENTURAS,●,L-A2,01-DEL-CAM,AUSTRAL,True,General
DELIBES,MIGUEL,EL CAMINO,NOVELA,AVENTURAS,,L-A2,01-DEL-CAM,DESTINO,True,General
DELIBES,MIGUEL,EL DISPUTADO VOTO DEL SEÑOR CAYO,NOVELA,AVENTURAS,●,L-B1,01-DEL-DIS,DESTINO,True,General
DELIBES,MIGUEL,EL DISPUTADO VOTO DEL SEÑOR CAYO,NOVELA,AVENTURAS,,L-B1,12-DEL-DIS,DESTINO,True,General
DELIBES,MIGUEL,EL PRÍNCIPE DESTRONADO,NOVELA,AVENTURAS,,L-A2,01-DEL-PRI,DESTINO,True,General
DELIBES,MIGUEL,EL TESORO,NOVELA,AVENTURAS,●,L-A2,01-DEL-TES,CÍRCULO DE LECTORES,True,General
DELIBES,MIGUEL,EL ÚILTIMO COTO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,L-A1,12-DEL-ULT,DESTINO,True,General
DELIBES,MIGUEL,ESPAÑA 1936-1950: MUERTE Y RESURRECCIÓN DE LA NOVELA,ENSAYO,ARTE,,—,12-DEL-ESP,DESTINO,True,General
DELIBES,MIGUEL,LA HOJA ROJA,NOVELA,AVENTURAS,,L-A2,01-DEL-HOJ,DESTINO,True,General
DELIBES,MIGUEL,LA SOMBRA DEL CIPRÉS ES ALARGADA,NOVELA,DRAMA,,L-A2,04-DEL-SOM,DESTINO,True,General
DELIBES,MIGUEL,LAS RATAS,NOVELA,DRAMA,●,L-A2,04-DEL-RAT,AUSTRAL,True,General
DELIBES,MIGUEL,LOS NIÑOS,NOVELA,AVENTURAS,,L-A1,01-DEL-NIÑ,AUSTRAL,True,General
DELIBES,MIGUEL,LOS SANTOS INOCENTES,NOVELA,DRAMA,●,L-B1,04-DEL-SAN,PLANETA DeAGOSTINI,True,General
DELIBES,MIGUEL,SEÑORA DE ROJO SOBRE FONDO GRIS,NOVELA,DRAMA,●,L-A2,04-DEL-SEÑ,DESTINO,True,General
DELIBES,MIGUEL,SEÑORA DE ROJO SOBRE FONDO GRIS,NOVELA,DRAMA,●,L-A2,12-DEL-SEÑ,DESTINO,True,General
DENEVI,MARCO,ROSAURA A LAS DIEZ,NOVELA,DRAMA,●,L-B1,04-DEN-ROS,ALIANZA,True,General
DENNIS,PATRICK,LA TÍA MAME,NOVELA,AVENTURAS,,L-A2,12-DEN-TÍA,ACANTILADO,True,General
D'EPENOUX,FRANÇOIS,EL DESPERTAR DEL CORAZON,NOVELA,DRAMA,,L-A2,04-EPE-DES,GRIJALBO,True,General
DEVILLE,PATRICK,PESTE & CÓLERA,NOVELA,DRAMA,●,—,12-DEV-PES,ANAGRAMA,True,General
DI LAMPEDUSA,GIUSEPPE TOMASSI,EL GATOPARDO,NOVELA,HISTÓRICA,●,L-B1,12-LAM-GAT,EDHASA,True,General
DÍAZ HERNÁNDEZ,ONÉSIMO,"HISTORIA DE EUROPA EN EL SIGLO XX A TRAVÉS DE GRANDES BIOGRAFÍAS, NOVELAS Y PELÍCULAS",ENSAYO,HISTORIA,,—,16-DIA-HIS,EUNSA,True,General
DÍAZ-PLAJA,FERNANDO,DOS DE MAYO DE 1808,ENSAYO,HISTORIA,,—,16-DIA-DOS,ESPASA,True,General
DÍAZ-PLAJA,GUILLERMO,ESPAÑA EN SU LITERATURA,ENSAYO,ARTE,,P-A1,15-DIA-ESP,SALVAT,True,General
DÍAZ-PLAJA,GUILLERMO,TEATRO BREVE DE LAS LETRAS HISPÁNICAS. VOLUMEN I,ENSAYO,ARTE,,P-A1,15-DIA-TEA,NUC,True,General
DICKENS,CHARLES, A TALE OF TWO CITIES,NOVELA,INGLÉS,,L-A1,18-DIC-TAL,PENGUIN,True,General
DICKENS,CHARLES,A TALE OF TWO CITIES,NOVELA,INGLÉS,●,L-A1,12-DIC-TAL,WORDSWORTH,True,General
DICKENS,CHARLES,BLEAK HOUSE,NOVELA,INGLÉS,,L-A1,12-DIC-BLE,WORDSWORTH,True,General
DICKENS,CHARLES,CANCIÓN DE NAVIDAD,NOVELA,DRAMA,●,L-A1,12-DIC-CAN,VICENS VIVES,True,General
DICKENS,CHARLES,DAVID COPPERFIELD,NOVELA,AVENTURAS,,L-A1,01-DIC-DAV,ZETA,True,General
DICKENS,CHARLES,DAVID COPPERFIELD,NOVELA,INGLÉS,,L-A1,12-DIC-DAV,WORDSWORTH,True,General
DICKENS,CHARLES,EL GRILLO DEL HOGAR,NOVELA,DRAMA,,L-A2,04-DIC-GRI,AUSTRAL,True,General
DICKENS,CHARLES,GRANDES ESPERANZAS,NOVELA,DRAMA,●,L-A1,12-DIC-GRA,ALBA,True,General
DICKENS,CHARLES,GREAT EXPECTATIONS,NOVELA,INGLÉS,●,L-A1,12-DIC-GRE,WORDSWORTH,True,General
DICKENS,CHARLES,GREAT EXPECTATIONS,NOVELA,INGLÉS,●,L-A1,18-DIC-GRE,PENGUIN,True,General
DICKENS,CHARLES,HARD TIMES,NOVELA,INGLÉS,●,L-A1,12-DIC-HAR,PENGUIN,True,General
DICKENS,CHARLES,LA CASA ENCANTADA,NOVELA,FANTASÍA/CIENCIA FICCIÓN,●,L-A1,12-DIC-CAS,JAGUAR,True,General
DICKENS,CHARLES,LITTLE DORRIT,NOVELA,INGLÉS,,L-A2,12-DIC-LIT,WORDSWORTH,True,General
DICKENS,CHARLES,NICHOLAS NICKLEBY,NOVELA,INGLÉS,,L-A2,12-DIC-NIC,PENGUIN,True,General
DICKENS,CHARLES,OLIVER TWIST,NOVELA,INGLÉS,,L-A1,12-DIC-OLI,WORDSWORTH,True,General
DICKENS,CHARLES,OLIVER TWIST,NOVELA,AVENTURAS,●,L-A1,12-DIC-OLI,ALBA,True,General
DICKENS,CHARLES,OLIVER TWIST,NOVELA,INGLÉS,,L-A1,18-DIC-OLI,PENGUIN,True,General
DICKENS,CHARLES,OUR MUTUAL FRIEND,NOVELA,INGLÉS,,L-A2,12-DIC-OUR,WORDSWORTH,True,General
DICKENS,CHARLES,PAPELES PÓSTUMOS DEL CLUB PICKWICK (1),NOVELA,DRAMA,,L-A2,04-DIC-PA1,ALIANZA,True,General
DICKENS,CHARLES,PAPELES PÓSTUMOS DEL CLUB PICKWICK (2),NOVELA,DRAMA,,L-A2,04-DIC-PA2,ALIANZA,True,General
DICKENS,CHARLES,PAPELES PÓSTUMOS DEL CLUB PICKWICK (3),NOVELA,DRAMA,,L-A2,04-DIC-PA3,ALIANZA,True,General
DICKENS,CHARLES,THE PICKWICK PAPERS,NOVELA,INGLÉS,,L-A2,12-DIC-PIC,WORDSWORTH,True,General
DICKENS,CHARLES,TIEMPOS DIFÍCILES,NOVELA,HISTÓRICA,,L-A1,12-DIC-TIE,GREDOS,True,General
DIFFENBAUGH,VANESSA,EL LENGUAJE DE LAS FLORES,NOVELA,DRAMA,,L-B1,12-DIF-LEN,SALAMANDRA,True,General
DINESEN,ISAK,CUENTOS REUNIDOS,RELATO(S),—,●,L-B1,12-DIN-CUE,ALFAGUARA,True,General
DINESEN,ISAK,MEMORIAS DE ÁFRICA,NOVELA,DRAMA,●,L-A2,04-DIN-MEM,ALFAGUARA,True,General
DIVAKARUNI,CHITRA BANERJEE,MI HERMANA DEL ALMA,NOVELA,DRAMA,,L-A2,04-DIV-HER,PUNTO DE LECTURA,True,General
DOBRACZYNSKI,JAN,CARTAS DE NICODEMO,NOVELA,HISTÓRICA,,L-A1,06-DOB-CAR,HERDER,True,General
DOBRACZYNSKI,JAN,UNA IGLESIA EN EL PODHALE,NOVELA,HISTÓRICA,,L-A1,06-DOB-IGL,HERDER,True,General
DOERR,ANTHONY,LA LUZ QUE NO PUEDES VER,NOVELA,HISTÓRICA,*,L-A2,06-DOE-LUZ,MONDADORI,True,General
DOERRY,MARTIN,MI CORAZÓN HERIDO. LA VIDA DE LILLI JAHN (1900-1944),ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,20-DOE-MIC,TAURUS,True,General
DOHERTY,PAUL,LOS CRÍMENES DE ANUBIS,NOVELA,HISTÓRICA,,—,06-DOH-CRI,EDHASA,True,General
DOIG,IVAN,UNA TEMPORADA PARA SILBAR,NOVELA,AVENTURAS,●,L-A2,12-DOI-UNA,LIBROS DEL ASTEROIDE,True,General
DOMINGO MURO,JOSÉ LUIS,CASI A ORILLAS DEL AMOR,POESÍA,—,,—,09-DOM-CAS,OCHOA,True,General
DOÑATE,ANGELES,EL INVIERNO QUE TOMAMOS CARTAS EN EL ASUNTO,NOVELA,DRAMA,●,L-A1,04-DOÑ-INV,EDICIONES B,True,General
DOSTOIEVSKI,FEDOR,EL JUGADOR,NOVELA,DRAMA,,L-B1,04-DOS-JUG,SALVAT,True,General
DOSTOIEVSKI,FIÓDOR,MEMORIA DE LA CASA DE LOS MUERTOS,NOVELA,DRAMA,●,—,12-DOS-MEM,ALBA,True,General
DOSTOYEVSKI,FEDOR,CRIMEN Y CASTIGO,NOVELA,DRAMA,●,L-B1,04-DOS-CRI,EDAF,True,General
DOSTOYEVSKI,FEDOR,EL IDIOTA I,NOVELA,DRAMA,●,L-B1,04-DOS-ID1,ALIANZA,True,General
DOSTOYEVSKI,FEDOR,EL IDIOTA II,NOVELA,DRAMA,●,L-B1,04-DOS-ID2,ALIANZA,True,General
DRAGT,TONKE,CARTA AL REY,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-A1,05-DRA-CAR,SIRUELA,True,General
DRAKE,NICK,EL REINO DEL CAOS,NOVELA,FANTASÍA/CIENCIA FICCIÓN,,L-B1,05-DRA-REI,GRIJALBO,True,General
DU MAURIER,DAPHNE,LA POSADA JAMAICA,NOVELA,DRAMA,●,L-A2,12-MAR-POS,RARA AVIS,True,General
DU MAURIER,DAPHNE,MI PRIMA RACHEL,NOVELA,DRAMA,,L-A2,04-MAR-PRI,PLAZA & JANÉS,True,General
DUEÑAS,MARÍA,EL TIEMPO ENTRE COSTURAS,NOVELA,DRAMA,,L-A2,04-DUE-TIE,TEMAS DE HOY,True,General
DUEÑAS,MARÍA,LA TEMPLANZA,NOVELA,DRAMA,,L-A2,04-DUE-TEM,PLANETA,True,General
DUEÑAS,MARÍA,LAS HIJAS DEL CAPITAN,NOVELA,DRAMA,,L-B1,04-DUE-HIJ,PLANETA,True,General
DUEÑAS,MARÍA,LAS HIJAS DEL CAPITÁN,NOVELA,DRAMA,,L-A2,04-DUE-HIJ,PLANETA,True,General
DUMAS,ALEJANDRO,LOS TRES MOSQUETEROS I,NOVELA,AVENTURAS,,L-B1,01-DUM-TRE1,FORUM,True,General
DUMAS,ALEJANDRO,LOS TRES MOSQUETEROS II,NOVELA,AVENTURAS,,L-B1,01-DUM-TRE2,FORUM,True,General
DUMAS,ALEXANDRE,EL CONDE DE MONTECRISTO,NOVELA,DRAMA,●,L-B1,12-DUM-CON,MONDADORI,True,General
DÜRRENMATT,FRIEDRICH,EL JUEZ Y SU VERDUGO,NOVELA,NEGRA,,L-A2,08-DÜR-JUE,CÍRCULO DE LECTORES,True,General
EASTERMAN,DANIEL,EL SÉPTIMO SANTUARIO,NOVELA,NEGRA,,—,08-EAS-SEP,PLANETA,True,General
ECHENOZ,JEAN,CORRER,NOVELA,DRAMA,●,L-A1,12-ECH-COR,ANAGRAMA,True,General
ECHENOZ,JEAN,RELÁMPAGOS,NOVELA,DRAMA,●,L-B1,12-ECH-REL,ANAGRAMA,True,General
EINSTEIN,ALBERT,SOBRE LA TEORÍA DE LA RELATIVIDAD,ENSAYO,PEDAGOGÍA/CIENCIA,,P-A2,19-EIN-SOB,SARPE,True,General
EISNER,MICHAEL,EL HOMBRE DE LAS CRUZADAS,NOVELA,HISTÓRICA,,—,06-EIS-HOM,MONDADORI,True,General
EIZAGUIRRE,JUAN CARLOS,COMO UN HIJO DE LA GRAN BRETAÑA,NOVELA,DRAMA,,L-A2,04-EIZ-COM,BETA,True,General
EIZAGUIRRE,JUAN CARLOS,NO ME OLVIDES JAMÁS,NOVELA,DRAMA,,L-A2,04-EIZ-NOM,BETA,True,General
