apellido,nombre,titulo,genero,tema,recomendado,calificacion,codigo,editorial,disponible,zona
WREN,PERCIBAL,BEAU GESTE,NOVELA,BÉLICA,,L-A1,02-WRE-OB,CARRAGGIO,True,Pequeños
WREN,PERCIBAL,EL MISTERIOSO SEÑOR WAYE,NOVELA,BÉLICA,,—,02-WRE-OB,CARRAGGIO,True,Pequeños
WREN,PERCIBAL,SOLDADOS DE INFORTUNIO,NOVELA,BÉLICA,,—,02-WRE-OB,CARRAGGIO,True,Pequeños
XIAOLONG,QIU,SEDA ROJA,NOVELA,NEGRA,,L-B2,22-XIA-SED,TUSQUETS,True,Primera Planta
YAGÜE,DAVID,LOS ÚLTIMOS DÍAS DEL IMPERIO CELESTE,NOVELA,BÉLICA,,L-B1,02-YAG-ULT,ROCA,True,Pequeños
YAN,MO,SORGO ROJO,NOVELA,DRAMA,●,L-B1,04-YAN-SOR,DEBOLSILLO,True,Pequeños
YBARRA,GABRIELA,EL COMENSAL,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,,20-YBA-COM,CABALLO DE TROYA,True,Pequeños
YEN MAH,ADELINA,LAS HOJAS QUE CAEN,NOVELA,DRAMA,,L-B1,04-YEN-HOJ,ALFAGUARA,True,Pequeños
YOUNG,KERRY,PAO,NOVELA,DRAMA,,L-A1,04-YOU-PAO,EDICIONES B,True,Pequeños
ZAKARIA,FAREED,EL FUTURO DE LA LIBERTAD,ENSAYO,POLÍTICA,,—,17-ZAK-FUT,TAURUS,True,Pequeños
ZOCCHI,CHIARA,OLGA,NOVELA,DRAMA,,L-B1,04-ZOC-OLG,EDICIONES B,True,Pequeños
ZORRILLA,JOSÉ,DON JUAN TENORIO,TEATRO,—,,L-A1,12-ZOR-DON,CÁTEDRA,True,Sala de Estar
ZSCHIRNIK,CHRISTIANE,LIBROS. TODO LO QUE HAY QUE SABER,ENSAYO,PEDAGOGÍA/CIENCIA,●,—,12-ZSC-LIB,TAURUS,True,Sala de Estar
ZUBIKARAI,JUAN ANTONIO,AURELIANO VALLE. EL CRUCE DE PUENTES DE LA MÚSICA EN BILBAO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,,—,12-ZUB-AUR,MUELLE DE URIBITARTE,True,Sala de Estar
ZUBIKARAI,JUAN ANTONIO,"BILBAO, MÚSICA Y MÚSICOS",ENSAYO,ARTE,,—,15-ZUB-BIL,BILBAO 700,True,Pequeños
ZWEIG,STEFAN,LA PIEDAD PELIGROSA,NOVELA,DRAMA,,L-B1,04-ZWE-PIE,DEBATE,True,Pequeños
ZWEIG,STEFAN,MAGALLANES. HISTORIA DEL PRIMER VIAJE ALREDEDOR DEL MUNDO,ENSAYO,BIOGRAFÍA/AUTOBIOGRAFÍA,●,L-A2,20-ZWE-MAG,JUVENTUD,True,Pequeños
ZWEIG,STEFAN,MOMENTOS ESTELARES DE LA HUMANIDAD,RELATO(S),—,,L-A2,10-ZWE-MOM,JUVENTUD,True,General
ZWEIG,STEFAN,NOCHE FANTÁSTICA,NOVELA,AVENTURAS,,L-B1,12-ZWE-NOC,ACANTILADO,True,Sala de Estar
